,id,cuisine
396,43533,chinese
397,41631,spanish
398,22124,french
399,18836,chinese
400,35695,french
401,5141,indian
402,41894,mexican
403,4972,italian
404,34195,thai
405,14183,italian
406,15188,french
407,8734,italian
408,30946,french
409,5588,british
410,49554,french
411,1270,indian
412,1259,vietnamese
413,45986,chinese
414,22351,southern_us
415,300,mexican
416,9278,indian
417,10021,greek
418,17014,chinese
419,40855,italian
420,18362,japanese
421,16292,chinese
422,29924,british
423,47174,southern_us
424,4856,greek
425,15417,italian
426,19875,russian
427,42228,indian
428,36264,mexican
429,14571,italian
430,23496,french
431,43879,japanese
432,23431,indian
433,5499,southern_us
434,247,mexican
435,48795,indian
436,47113,french
437,489,mexican
438,13036,filipino
439,4838,italian
440,40630,indian
441,17576,italian
442,29972,indian
443,8123,indian
444,35918,mexican
445,42669,italian
446,24632,italian
447,35740,mexican
448,45670,italian
449,28041,filipino
450,46688,japanese
451,10309,italian
452,15367,mexican
453,30562,southern_us
454,47151,moroccan
455,47300,vietnamese
456,31200,italian
457,5749,french
458,41807,french
459,13990,mexican
460,23572,greek
461,872,french
462,38085,vietnamese
463,5248,russian
464,26309,japanese
465,26880,mexican
466,41559,mexican
467,8059,japanese
468,26041,thai
469,30019,indian
470,7207,indian
471,30309,french
472,2092,french
473,8023,japanese
474,4016,british
475,24631,italian
476,35068,southern_us
477,8523,mexican
478,28463,italian
479,8629,spanish
480,43829,cajun_creole
481,22129,italian
482,34505,korean
483,38200,korean
484,36513,thai
485,32187,italian
486,7788,southern_us
487,31130,indian
488,40483,irish
489,2224,filipino
490,14143,mexican
491,22889,chinese
492,17406,chinese
493,10451,italian
494,19844,filipino
495,23416,french
496,33874,indian
497,39951,italian
498,41361,mexican
499,44659,italian
500,8836,french
501,21709,indian
502,22993,italian
503,39191,japanese
504,17182,mexican
505,20507,korean
506,42397,italian
507,18897,french
508,3797,indian
509,11041,brazilian
510,807,italian
511,3514,italian
512,12936,korean
513,15050,british
514,43377,cajun_creole
515,10471,chinese
516,30721,mexican
517,14333,indian
518,6260,chinese
519,7712,southern_us
520,19048,southern_us
521,21455,mexican
522,18575,southern_us
523,47647,indian
524,35947,mexican
525,14499,italian
526,43525,british
527,5723,italian
528,48497,italian
529,43822,indian
530,525,italian
531,30594,southern_us
532,47948,southern_us
533,2099,indian
534,43863,greek
535,24711,mexican
536,15230,italian
537,21680,indian
538,36218,mexican
539,41622,chinese
540,34809,chinese
541,5110,french
542,27214,french
543,34803,british
544,36822,indian
545,6912,chinese
546,20373,french
547,29157,french
548,6327,mexican
549,35502,italian
550,8305,italian
551,35598,french
552,48538,indian
553,49358,indian
554,44506,mexican
555,39146,indian
556,29270,french
557,20560,french
558,24169,southern_us
559,41537,chinese
560,10431,italian
561,31517,southern_us
562,34049,chinese
563,26964,italian
564,49655,italian
565,9101,french
566,30377,italian
567,7046,indian
568,47969,japanese
569,18971,french
570,38891,italian
571,29506,chinese
572,40305,southern_us
573,21255,indian
574,15578,italian
575,24894,southern_us
576,32089,chinese
577,46097,filipino
578,40982,italian
579,12543,british
580,38366,southern_us
581,32925,italian
582,17506,japanese
583,48389,irish
584,41804,korean
585,9961,french
586,24939,indian
587,39599,indian
588,45838,mexican
589,48875,indian
590,25531,french
591,3009,cajun_creole
592,31965,indian
593,16901,italian
594,13370,italian
595,2954,japanese
596,40353,french
597,8207,italian
598,10933,japanese
599,38206,cajun_creole
600,14110,italian
601,19128,italian
602,32616,indian
603,27748,mexican
604,31858,british
605,20510,italian
606,17602,vietnamese
607,35665,japanese
608,46589,indian
609,8178,mexican
610,34880,italian
611,42527,italian
612,29682,filipino
613,32166,korean
614,30343,irish
615,15385,french
616,18372,japanese
617,29211,italian
618,23269,chinese
619,4561,italian
620,27365,thai
621,49032,japanese
622,22064,filipino
623,12060,french
624,47834,southern_us
625,25815,chinese
626,34036,italian
627,19326,mexican
628,44078,french
629,31090,italian
630,17485,italian
631,708,indian
632,5350,italian
633,29754,japanese
634,18309,italian
635,46871,italian
636,27300,southern_us
637,41890,italian
638,49548,southern_us
639,11392,french
640,1354,italian
641,48819,southern_us
642,19097,brazilian
643,42113,greek
644,24060,filipino
645,25849,mexican
646,4543,italian
647,25306,british
648,41966,italian
649,48719,indian
650,48191,filipino
651,8826,french
652,42703,french
653,16083,greek
654,26613,southern_us
655,28088,filipino
656,39965,southern_us
657,36239,french
658,4322,french
659,9951,british
660,3045,mexican
661,28585,greek
662,39841,filipino
663,25913,japanese
664,39715,vietnamese
665,23135,indian
666,47022,indian
667,24160,southern_us
668,18619,italian
669,12574,korean
670,22681,mexican
671,33692,cajun_creole
672,538,mexican
673,22118,chinese
674,21890,french
675,36340,chinese
676,27973,french
677,12870,mexican
678,22564,japanese
679,35063,chinese
680,7000,french
681,11318,moroccan
682,47001,italian
683,11395,japanese
684,23507,italian
685,47242,french
686,48957,italian
687,17721,french
688,25138,british
689,47438,moroccan
690,47162,japanese
691,42459,french
692,6486,filipino
693,24116,indian
694,31596,chinese
695,38887,chinese
696,10665,jamaican
697,13712,filipino
698,2633,indian
699,35784,british
700,45204,french
701,46722,southern_us
702,34949,french
703,35321,chinese
704,46430,french
705,34431,british
706,30890,cajun_creole
707,42132,southern_us
708,15702,japanese
709,47719,british
710,45160,italian
711,20600,italian
712,10800,french
713,30479,italian
714,9457,cajun_creole
715,26571,filipino
716,42942,brazilian
717,36635,mexican
718,43617,chinese
719,16911,irish
720,122,mexican
721,22340,mexican
722,37007,greek
723,23595,italian
724,25233,french
725,5503,korean
726,47338,cajun_creole
727,44695,mexican
728,7141,southern_us
729,14564,italian
730,19655,british
731,35326,indian
732,35922,mexican
733,28171,french
734,1322,filipino
735,14923,southern_us
736,42344,indian
737,16380,mexican
738,15233,mexican
739,8338,vietnamese
740,41014,southern_us
741,30440,mexican
742,23043,british
743,20788,southern_us
744,14375,southern_us
745,1184,chinese
746,34280,british
747,46171,cajun_creole
748,31834,chinese
749,14759,greek
750,15855,chinese
751,6662,italian
752,15056,italian
753,34873,filipino
754,20089,british
755,20015,mexican
756,18402,italian
757,6418,french
758,1454,chinese
759,14070,korean
760,26424,japanese
761,27349,indian
762,26459,korean
763,13151,greek
764,12264,italian
765,18366,italian
766,46851,italian
767,18954,italian
768,39858,chinese
769,43500,cajun_creole
770,21656,indian
771,10505,chinese
772,5313,french
773,28951,japanese
774,19961,french
775,1795,southern_us
776,9917,british
777,26180,mexican
778,9726,italian
779,47689,indian
780,7866,indian
781,41625,mexican
782,35160,french
783,4430,italian
784,39082,french
785,46186,indian
786,11988,italian
787,24177,chinese
788,31849,italian
789,41194,moroccan
790,36968,mexican
791,42330,chinese
792,36791,thai
793,19704,italian
794,4933,french
795,4255,italian
796,37105,italian
797,35848,indian
798,17416,mexican
799,39066,greek
800,36270,cajun_creole
801,24406,filipino
802,20517,italian
803,27630,mexican
804,19670,irish
805,4685,greek
806,45260,italian
807,378,italian
808,40841,french
809,27632,japanese
810,12193,indian
811,38047,mexican
812,10170,italian
813,25043,japanese
814,23851,italian
815,14743,chinese
816,13294,vietnamese
817,26466,chinese
818,32002,greek
819,37526,southern_us
820,8888,italian
821,38945,mexican
822,38546,cajun_creole
823,38869,french
824,10556,mexican
825,3296,irish
826,25977,mexican
827,32025,mexican
828,44087,french
829,32762,british
830,824,southern_us
831,44636,italian
832,542,filipino
833,38218,moroccan
834,41930,french
835,1987,french
836,37378,southern_us
837,8873,italian
838,1513,italian
839,44013,french
840,38042,indian
841,11576,korean
842,24510,french
843,823,italian
844,23443,japanese
845,34870,indian
846,3846,southern_us
847,14993,italian
848,16854,mexican
849,5886,mexican
850,33793,italian
851,2999,mexican
852,20843,mexican
853,29153,italian
854,33790,greek
855,16516,indian
856,37887,indian
857,18466,indian
858,48033,italian
859,45404,italian
860,4175,mexican
861,31986,italian
862,38555,indian
863,26832,british
864,19810,mexican
865,49086,french
866,39579,italian
867,25551,french
868,42549,indian
869,22052,southern_us
870,45632,chinese
871,4143,mexican
872,11310,italian
873,32839,japanese
874,48171,french
875,22896,italian
876,10878,chinese
877,31643,mexican
878,47624,chinese
879,35141,chinese
880,13498,chinese
881,24566,french
882,16533,italian
883,15437,mexican
884,19426,greek
885,32416,italian
886,2427,indian
887,9178,southern_us
888,40606,chinese
889,28450,french
890,7946,italian
891,21756,greek
892,17843,brazilian
893,44066,italian
894,7427,japanese
895,11297,french
896,42965,italian
897,23067,cajun_creole
898,35066,vietnamese
899,27938,italian
900,39075,greek
901,20200,british
902,19823,southern_us
903,12336,japanese
904,34714,italian
905,45388,indian
906,25639,greek
907,33985,british
908,25524,italian
909,19641,chinese
910,11106,chinese
911,22165,greek
912,35412,italian
913,23475,japanese
914,1570,greek
915,12815,indian
916,37253,french
917,16900,indian
918,7701,southern_us
919,49391,mexican
920,1132,brazilian
921,13051,mexican
922,2284,cajun_creole
923,21410,british
924,25604,italian
925,45746,brazilian
926,35911,southern_us
927,26608,japanese
928,16991,french
929,40657,mexican
930,47960,french
931,38408,southern_us
932,1295,vietnamese
933,40139,russian
934,38538,cajun_creole
935,26420,greek
936,10326,mexican
937,5181,mexican
938,18210,indian
939,3241,southern_us
940,27062,italian
941,41527,thai
942,45484,mexican
943,38755,italian
944,47246,italian
945,164,italian
946,723,indian
947,299,filipino
948,1519,mexican
949,34077,french
950,45254,indian
951,34760,french
952,11154,vietnamese
953,26274,italian
954,15081,italian
955,45100,chinese
956,1417,french
957,32083,italian
958,29971,french
959,17679,greek
960,36539,indian
961,34975,mexican
962,4633,italian
963,10321,french
964,35565,italian
965,26919,chinese
966,9549,indian
967,31863,southern_us
968,22053,greek
969,19443,italian
970,18540,italian
971,23354,french
972,13859,cajun_creole
973,23904,brazilian
974,6675,french
975,18595,southern_us
976,12967,chinese
977,17283,southern_us
978,23211,french
979,14358,mexican
980,31398,cajun_creole
981,42650,italian
982,25258,southern_us
983,18457,vietnamese
984,11810,mexican
985,9499,filipino
986,11943,mexican
987,6810,chinese
988,34323,french
989,23296,korean
990,45927,italian
991,45196,british
992,19917,japanese
993,20210,italian
994,41629,chinese
995,39907,italian
996,4956,mexican
997,37058,southern_us
998,20859,chinese
999,3315,french
1000,4401,indian
1001,21361,greek
1002,44164,french
1003,26391,italian
1004,47771,italian
1005,44140,italian
1006,43739,indian
1007,12481,british
1008,12292,mexican
1009,15965,indian
1010,23409,italian
1011,39005,chinese
1012,2774,moroccan
1013,14529,chinese
1014,16926,french
1015,26890,brazilian
1016,9663,italian
1017,43052,vietnamese
1018,24193,french
1019,5476,italian
1020,10048,greek
1021,1981,mexican
1022,12194,chinese
1023,22202,southern_us
1024,7626,chinese
1025,37365,cajun_creole
1026,44144,indian
1027,37723,french
1028,47194,russian
1029,30827,british
1030,33108,indian
1031,2075,cajun_creole
1032,6326,italian
1033,11083,mexican
1034,30311,korean
1035,45371,italian
1036,18232,indian
1037,9768,japanese
1038,6648,japanese
1039,35650,cajun_creole
1040,23013,italian
1041,6669,indian
1042,42670,mexican
1043,18155,french
1044,44622,vietnamese
1045,28426,mexican
1046,23743,mexican
1047,14176,brazilian
1048,9576,italian
1049,36577,italian
1050,16671,italian
1051,22964,french
1052,16424,french
1053,47225,indian
1054,17565,italian
1055,36401,chinese
1056,30314,french
1057,32982,southern_us
1058,21866,chinese
1059,1475,french
1060,13053,italian
1061,33983,southern_us
1062,24051,indian
1063,22800,french
1064,16561,chinese
1065,2740,southern_us
1066,219,french
1067,48737,french
1068,2164,french
1069,13579,italian
1070,71,southern_us
1071,12420,japanese
1072,35209,italian
1073,11472,italian
1074,43172,chinese
1075,24927,cajun_creole
1076,37102,italian
1077,10743,french
1078,27874,filipino
1079,9565,indian
1080,21419,mexican
1081,767,korean
1082,28308,italian
1083,37605,italian
1084,9558,brazilian
1085,31527,italian
1086,2419,chinese
1087,7541,chinese
1088,11400,greek
1089,23487,french
1090,8087,french
1091,21906,italian
1092,48830,mexican
1093,37328,british
1094,45490,italian
1095,9710,italian
1096,16153,italian
1097,39537,japanese
1098,13923,italian
1099,8120,japanese
1100,12923,southern_us
1101,1556,mexican
1102,6871,cajun_creole
1103,34201,irish
1104,36146,british
1105,33170,southern_us
1106,20082,mexican
1107,26517,french
1108,15214,cajun_creole
1109,34092,southern_us
1110,40902,cajun_creole
1111,44452,greek
1112,2083,french
1113,44897,mexican
1114,17850,indian
1115,26693,italian
1116,19618,indian
1117,35589,indian
1118,46084,indian
1119,17256,mexican
1120,47570,indian
1121,32796,indian
1122,27047,moroccan
1123,39487,mexican
1124,130,vietnamese
1125,17627,italian
1126,29072,southern_us
1127,1108,french
1128,22666,french
1129,41630,italian
1130,27289,french
1131,42299,southern_us
1132,36078,moroccan
1133,7098,french
1134,46999,filipino
1135,28791,indian
1136,39576,mexican
1137,2447,indian
1138,22449,cajun_creole
1139,23828,japanese
1140,5660,italian
1141,47460,italian
1142,17912,southern_us
1143,12288,southern_us
1144,44037,french
1145,20875,mexican
1146,6500,greek
1147,13813,mexican
1148,4907,indian
1149,38186,italian
1150,9816,mexican
1151,8170,indian
1152,21681,italian
1153,42384,british
1154,35366,british
1155,34244,cajun_creole
1156,35421,mexican
1157,33457,japanese
1158,28026,italian
1159,38122,italian
1160,21362,french
1161,42253,cajun_creole
1162,21994,italian
1163,34457,japanese
1164,40229,italian
1165,10181,indian
1166,38257,southern_us
1167,40992,french
1168,15617,italian
1169,34754,italian
1170,45459,italian
1171,31295,italian
1172,44977,southern_us
1173,18322,japanese
1174,23257,chinese
1175,10084,british
1176,16445,indian
1177,10594,japanese
1178,26828,italian
1179,47643,chinese
1180,49680,chinese
1181,27446,italian
1182,8731,french
1183,37341,southern_us
1184,42241,japanese
1185,13669,french
1186,21403,brazilian
1187,688,cajun_creole
1188,23894,greek
1189,35753,french
1190,44692,italian
1191,235,mexican
1192,20982,italian
1193,10166,mexican
1194,2187,cajun_creole
1195,5022,brazilian
1196,49037,italian
1197,44478,indian
1198,8912,indian
1199,8919,italian
1200,23856,southern_us
1201,14647,french
1202,48870,filipino
1203,14377,mexican
1204,18548,chinese
1205,39591,french
1206,46746,italian
1207,31926,italian
1208,10159,french
1209,11342,chinese
1210,32421,southern_us
1211,19969,italian
1212,3029,southern_us
1213,39565,french
1214,7426,indian
1215,20624,french
1216,4385,french
1217,18761,italian
1218,46710,cajun_creole
1219,46241,chinese
1220,14208,brazilian
1221,29323,italian
1222,40663,british
1223,32391,mexican
1224,9506,italian
1225,35402,irish
1226,48796,italian
1227,4657,indian
1228,2404,french
1229,36923,british
1230,41762,french
1231,19344,filipino
1232,19876,british
1233,39452,southern_us
1234,19209,indian
1235,35461,thai
1236,5784,mexican
1237,40345,indian
1238,24765,french
1239,25563,southern_us
1240,40680,mexican
1241,36932,cajun_creole
1242,28106,mexican
1243,12717,mexican
1244,40100,greek
1245,6960,french
1246,20724,korean
1247,24433,italian
1248,32118,french
1249,22353,italian
1250,23040,cajun_creole
1251,46246,italian
1252,36642,southern_us
1253,21579,italian
1254,24073,southern_us
1255,16775,italian
1256,24732,spanish
1257,24221,indian
1258,33300,french
1259,34971,japanese
1260,19777,italian
1261,24337,italian
1262,24709,japanese
1263,28557,italian
1264,8963,french
1265,31515,chinese
1266,22575,italian
1267,11011,italian
1268,42030,italian
1269,48012,filipino
1270,13623,greek
1271,49552,mexican
1272,5702,italian
1273,3847,italian
1274,34221,italian
1275,4312,italian
1276,35834,italian
1277,11849,cajun_creole
1278,38290,indian
1279,3064,indian
1280,30099,italian
1281,37354,mexican
1282,27877,italian
1283,45642,greek
1284,10629,mexican
1285,17557,mexican
1286,3725,mexican
1287,49507,italian
1288,5560,italian
1289,42239,indian
1290,29559,jamaican
1291,46028,british
1292,26523,italian
1293,28313,indian
1294,32502,italian
1295,43610,filipino
1296,35563,italian
1297,22160,chinese
1298,11258,indian
1299,36220,greek
1300,15974,spanish
1301,30449,indian
1302,29676,indian
1303,29951,chinese
1304,2268,brazilian
1305,36813,mexican
1306,28096,cajun_creole
1307,40471,french
1308,6545,french
1309,33598,cajun_creole
1310,22338,mexican
1311,41918,indian
1312,2133,mexican
1313,42259,vietnamese
1314,11056,mexican
1315,7034,italian
1316,17040,italian
1317,35238,french
1318,46155,french
1319,23356,french
1320,3909,mexican
1321,22107,mexican
1322,1656,southern_us
1323,9302,southern_us
1324,19473,italian
1325,13566,french
1326,23424,italian
1327,4139,southern_us
1328,15970,russian
1329,47732,french
1330,37251,french
1331,44870,italian
1332,9773,italian
1333,2131,italian
1334,6381,italian
1335,9613,italian
1336,47364,japanese
1337,34376,italian
1338,26408,japanese
1339,4763,italian
1340,18982,french
1341,2766,korean
1342,19247,chinese
1343,13462,french
1344,19678,french
1345,22814,french
1346,18582,indian
1347,3124,french
1348,19347,chinese
1349,8812,japanese
1350,22037,irish
1351,15423,southern_us
1352,35960,italian
1353,49336,mexican
1354,1255,mexican
1355,17646,italian
1356,20631,french
1357,19492,mexican
1358,22895,french
1359,18607,mexican
1360,34569,chinese
1361,48356,italian
1362,12252,southern_us
1363,21071,greek
1364,22458,southern_us
1365,19585,french
1366,15597,british
1367,15038,irish
1368,20028,chinese
1369,29764,mexican
1370,17206,indian
1371,40901,mexican
1372,37954,japanese
1373,16933,chinese
1374,42657,indian
1375,21846,chinese
1376,33834,italian
1377,25873,greek
1378,5938,italian
1379,34762,spanish
1380,39835,japanese
1381,5805,indian
1382,13914,filipino
1383,45924,french
1384,41460,italian
1385,37287,brazilian
1386,25059,italian
1387,34872,mexican
1388,7524,chinese
1389,10427,british
1390,8014,italian
1391,14740,italian
1392,24329,filipino
1393,38514,thai
1394,12665,chinese
1395,24655,indian
1396,7078,mexican
1397,15995,french
1398,15861,southern_us
1399,30662,mexican
1400,17836,italian
1401,2078,chinese
1402,3600,filipino
1403,46302,indian
1404,28375,japanese
1405,34839,french
1406,18345,italian
1407,23205,indian
1408,34763,italian
1409,26692,jamaican
1410,10317,indian
1411,11767,brazilian
1412,36881,italian
1413,33468,japanese
1414,20669,mexican
1415,18159,french
1416,22891,russian
1417,39588,italian
1418,35941,japanese
1419,15981,mexican
1420,26013,chinese
1421,5076,french
1422,1573,italian
1423,39380,french
1424,13845,british
1425,35146,southern_us
1426,32924,french
1427,9567,italian
1428,35203,spanish
1429,39666,italian
1430,17786,thai
1431,21936,italian
1432,8668,british
1433,41339,french
1434,32268,italian
1435,29706,mexican
1436,42032,jamaican
1437,8105,southern_us
1438,11218,indian
1439,7159,italian
1440,47817,italian
1441,1572,jamaican
1442,38720,southern_us
1443,14780,mexican
1444,31839,italian
1445,6501,filipino
1446,39533,southern_us
1447,22820,irish
1448,9619,indian
1449,14025,indian
1450,19697,italian
1451,5370,southern_us
1452,32639,mexican
1453,15249,japanese
1454,47776,greek
1455,48134,brazilian
1456,24141,chinese
1457,4117,chinese
1458,20578,british
1459,47585,italian
1460,20326,brazilian
1461,43932,filipino
1462,29704,chinese
1463,12447,cajun_creole
1464,38117,chinese
1465,2684,southern_us
1466,25371,mexican
1467,25518,chinese
1468,27083,italian
1469,16073,indian
1470,45667,southern_us
1471,44188,french
1472,44888,italian
1473,41594,french
1474,1061,chinese
1475,6536,italian
1476,31586,british
1477,9792,italian
1478,40395,indian
1479,24861,french
1480,32253,indian
1481,31082,italian
1482,19298,chinese
1483,6600,irish
1484,46939,italian
1485,6092,southern_us
1486,36600,russian
1487,45979,brazilian
1488,46910,italian
1489,14174,british
1490,10609,mexican
1491,28647,chinese
1492,19066,indian
1493,16803,greek
1494,49114,british
1495,14664,indian
1496,39670,british
1497,4583,chinese
1498,31121,southern_us
1499,12589,jamaican
1500,22551,italian
1501,11817,greek
1502,22003,indian
1503,42091,french
1504,45966,southern_us
1505,6811,southern_us
1506,2711,italian
1507,44757,filipino
1508,5349,italian
1509,30294,vietnamese
1510,48944,indian
1511,44048,italian
1512,411,indian
1513,44998,japanese
1514,18078,thai
1515,48533,italian
1516,16485,vietnamese
1517,32939,french
1518,11808,italian
1519,23059,chinese
1520,16466,cajun_creole
1521,7315,british
1522,13178,indian
1523,2751,mexican
1524,41395,mexican
1525,20534,french
1526,12111,french
1527,38708,french
1528,37481,mexican
1529,28048,mexican
1530,13123,italian
1531,2174,indian
1532,17190,cajun_creole
1533,25756,mexican
1534,38180,greek
1535,26892,italian
1536,23757,indian
1537,8553,italian
1538,36272,indian
1539,35224,japanese
1540,5203,southern_us
1541,23565,french
1542,31420,greek
1543,43491,japanese
1544,38773,southern_us
1545,15223,indian
1546,17763,french
1547,24528,chinese
1548,21704,french
1549,45329,mexican
1550,48876,southern_us
1551,3741,french
1552,47710,french
1553,9182,italian
1554,13782,cajun_creole
1555,3369,korean
1556,11985,southern_us
1557,39817,chinese
1558,26869,italian
1559,37461,indian
1560,24217,italian
1561,2474,vietnamese
1562,45929,french
1563,12768,southern_us
1564,924,southern_us
1565,13258,irish
1566,7955,indian
1567,37056,filipino
1568,17934,mexican
1569,5843,southern_us
1570,46881,italian
1571,4049,mexican
1572,24173,southern_us
1573,4683,italian
1574,32612,chinese
1575,11314,mexican
1576,13550,southern_us
1577,2483,indian
1578,9573,italian
